Year,Ruta,Idestado,Idmunicipio,Idciclo,Idmodalidad,Idcultivo,Sembrada,Volumenproduccion,Precio,Valorproduccion
2018,6,8,45,2,1,8840000,31,108.5,10800,1171800
2018,6,8,45,2,1,8710000,60.11,3486.38,1033.09,3601744.31
2018,6,8,45,2,1,7470000,580,27840,562.5,15660000
2018,6,8,45,2,1,6670000,4.46,17.84,2500,44600
2018,6,8,45,2,1,6330000,4.12,51.5,9000,463500
2018,6,8,45,2,1,6310000,1.5,51.97,2500,129925
2018,6,8,45,2,1,6120000,20.85,875.7,3547.02,3106125.41
2018,6,8,45,2,1,5940000,99.9,7492.5,4069.14,30488031.45
2018,6,8,45,2,1,5740000,3,93,3112.9,289499.7
2018,6,8,45,2,1,5690000,125.45,388.89,12000,4666680
2018,6,8,45,2,1,5670000,5.37,52.62,9000,473580
2018,6,8,45,2,1,5490000,49.96,1648.6,580,956188
2018,6,8,21,2,1,8980000,20.35,529.1,5600,2962960
2018,6,8,21,2,1,8970000,61.2,3672,8216.67,30171612.24
2018,6,8,21,2,1,8840000,81,275.4,10800,2974320
2018,6,8,21,2,1,8830000,78.38,235.14,10000,2351400
2018,6,8,21,2,1,8790000,21.15,790,500,395000
2018,6,8,21,2,1,8710000,97.66,5371.3,992.16,5329189.01
2018,6,8,21,2,1,7470000,3822.63,172018.35,600,103211010
2018,6,8,21,2,1,6120000,1664.52,71016.66,4532.68,321895601.2
2018,6,8,21,2,1,5940000,568.75,38692,4200,162506400
2018,6,8,21,2,1,5790000,62.03,2046.99,7000,14328930
2018,6,8,21,2,1,5740000,4,128,3406.25,436000
2018,6,8,21,2,1,5690000,786.5,2516.8,12000,30201600
2018,6,8,21,2,1,5490000,157.86,5335.66,580,3094682.8
2018,6,8,21,2,1,5190000,267.48,1209.01,12950,15656679.5
2018,6,8,21,2,1,1510000,113,327.7,14000,4587800
2019,6,32,55,2,2,8790000,32,463.04,650,300976
2019,6,32,55,2,2,6840000,6,3.66,14000,51240
2019,6,32,55,2,2,5690000,2,2.58,18000,46440
2019,6,32,55,2,1,8980000,17,385.05,2848.79,1096926.59
2019,6,32,55,2,1,8970000,24,1114.32,6304.46,7025185.87
2019,6,32,55,2,1,8210000,3,69.51,2600,180726
2019,6,32,55,2,1,7490000,37,259,3400,880600
2019,6,32,55,2,1,7470000,49,1648.12,665.92,1097516.07
2019,6,32,55,2,1,6120000,4,65.92,7840,516812.8
2019,6,32,55,2,1,5740000,6,156.66,2200,344652
2019,6,32,55,2,1,5490000,5,96.75,780,75465
2019,6,32,44,2,2,8790000,155,1894.1,650,1231165
2019,6,32,44,2,2,6840000,5,3.2,15000,48000
2019,6,32,44,2,2,5690000,5,5.95,17760,105672
2019,6,32,44,2,1,8980000,87,2387.28,2589.78,6182530
2019,6,32,44,2,1,8970000,61,3032.3,6319.15,19161571.6
2019,6,32,44,2,1,8210000,51,1127.1,2613.04,2945157.38
2019,6,32,44,2,1,7490000,167,1252.5,3453.53,4325546.33
2019,6,32,44,2,1,7470000,109,3499.99,683.49,2392208.17
2019,6,32,44,2,1,6840000,1,1.24,16000,19840
2019,6,32,44,2,1,6120000,22,448.8,7800,3500640
2019,6,32,44,2,1,5690000,6.5,18.85,20000,377000
2019,6,32,44,2,1,5490000,35,696.85,820,571417
2019,6,32,18,2,2,8790000,215,3311,670,2218370
2019,6,32,18,2,2,6840000,4,2.64,16000,42240
2019,6,32,18,2,2,5690000,3,3.51,17000,59670
2019,6,32,18,2,1,8980000,10,213.8,2647.1,565949.98
2019,6,32,18,2,1,8970000,14,674.94,6310,4258871.4
2019,6,32,18,2,1,8210000,10,233.9,2610,610479
2019,6,32,18,2,1,7490000,36,255.6,3457.22,883665.43
2019,6,32,18,2,1,7470000,56,1748,750,1311000
2019,6,32,18,2,1,6120000,3,53.61,7800,418158
2019,6,32,18,2,1,5740000,19,452.6,2187.37,990003.66
2019,6,32,18,2,1,5690000,3,8.6,20200,173720
2019,6,32,18,2,1,5490000,12,250.92,860,215791.2
2018,6,32,55,2,2,8790000,24,376.8,530,199704
2018,6,32,55,2,2,7490000,249,988.53,3000,2965590
2018,6,32,55,2,2,7470000,612,9479.88,650,6161922
2018,6,32,55,2,2,6840000,5,3.75,18000,67500
2018,6,32,55,2,2,5690000,2,2.84,20000,56800
2018,6,32,55,2,1,8980000,4,87.8,2435,213793
2018,6,32,55,2,1,8970000,19,872.67,6718.42,5862963.58
2018,6,32,55,2,1,8210000,2,42.9,3980,170742
2018,6,32,55,2,1,7490000,47,352.5,3059.57,1078498.43
2018,6,32,55,2,1,7470000,42,1601.04,650,1040676
2018,6,32,55,2,1,6840000,1,1.09,19000,20710
2018,6,32,55,2,1,6120000,1,16.88,8210,138584.8
2018,6,32,55,2,1,5740000,4,105.76,2189,231508.64
2018,6,32,44,2,2,8790000,55,849.75,530,450367.5
2018,6,32,44,2,2,7490000,929,3808.9,3000,11426700
2018,6,32,44,2,2,7470000,1047,17045.16,650,11079354
2018,6,32,44,2,2,6840000,5,3.55,18600,66030
2018,6,32,44,2,2,5690000,2.5,2.22,20000,44400
2018,6,32,44,2,1,8980000,69,1824.36,2402.54,4383097.87
2018,6,32,44,2,1,8970000,43,2153.75,6699.43,14428901.64
2018,6,32,44,2,1,8210000,39,873.6,3857.69,3370077.98
2018,6,32,44,2,1,7490000,181,1429.9,3200,4575680
2018,6,32,44,2,1,7470000,118,3953,650,2569450
2018,6,32,44,2,1,6840000,1,1.09,18500,20165
2018,6,32,44,2,1,6120000,13,278.2,8200,2281240
2018,6,32,44,2,1,5690000,5,14.9,22000,327800
2018,6,32,18,2,2,8790000,73,1188.44,530,629873.2
2018,6,32,18,2,2,7490000,450,1836,3000,5508000
2018,6,32,18,2,2,7470000,1689,25520.79,650,16588513.5
2018,6,32,18,2,2,6840000,1.5,1.21,18000,21780
2018,6,32,18,2,1,8980000,6,130.5,2426,316593
2018,6,32,18,2,1,8970000,13,616.72,6669.23,4113047.53
2018,6,32,18,2,1,8210000,10,238.9,3788,904953.2
2018,6,32,18,2,1,7490000,53,397.5,3000,1192500
2018,6,32,18,2,1,7470000,79,2440.31,650,1586201.5
2018,6,32,18,2,1,6840000,1,1.72,18000,30960
2018,6,32,18,2,1,5740000,21,493.81,2212.39,1092500.31
2018,6,32,18,2,1,5690000,5.5,14.05,20000,281000
2019,6,32,55,3,2,15050000,153,5680.21,598.57,3400017.33
2019,6,32,55,3,2,5050000,4,188.16,12000,2257920
2019,6,32,55,3,1,15050000,28,1748.32,589.99,1031491.32
2019,6,32,55,3,1,7060000,163,2415,6182.85,14931582.75
2019,6,32,55,3,1,5170000,71,5255.42,654.17,3437938.1
2019,6,32,55,3,1,5050000,1,92.94,12000,1115280
2019,6,32,55,1,1,8980000,8,200.96,2280,458188.8
2019,6,32,55,1,1,8970000,49,2176,6202.86,13497423.36
2019,6,32,55,1,1,5490000,60,1470,640,940800
2019,6,32,44,3,2,15050000,895,36910.95,587.17,21673078.8
2019,6,32,44,3,2,5050000,9,472.65,12000,5671800
2019,6,32,44,3,1,15050000,74,2550.26,589.99,1504627.9
2019,6,32,44,3,1,7920000,42,1380.54,4136.17,5710148.13
2019,6,32,44,3,1,7390000,33,210.45,4500,947025
2019,6,32,44,3,1,7380000,15,113.4,4019.99,455866.87
2019,6,32,44,3,1,7060000,562.5,9731.25,6366.01,61949234.81
2019,6,32,44,3,1,5170000,215,16340,656.88,10733419.2
2019,6,32,44,3,1,5050000,2,187.4,12100,2267540
2019,6,32,44,1,1,9090000,15,358.5,700,250950
2019,6,32,44,1,1,8980000,8,202.4,2265,458436
2019,6,32,44,1,1,8970000,184,7972.72,6222.61,49611127.2
2019,6,32,44,1,1,5900000,6,141.48,710,100450.8
2019,6,32,44,1,1,5490000,178,4355.66,650,2831179
2019,6,32,18,3,2,15050000,1146,37939.42,593.3,22509315.8
2019,6,32,18,3,2,5050000,47,1602.76,12000,19233120
2019,6,32,18,3,1,15050000,23,1391.91,596.54,830327.31
2019,6,32,18,3,1,7920000,18,565.56,4000,2262240
2019,6,32,18,3,1,7390000,1.5,9.96,4600,45816
2019,6,32,18,3,1,7060000,143,2445.3,6387.4,15619109.22
2019,6,32,18,3,1,5170000,38,2862.92,655.34,1876185.99
2019,6,32,18,3,1,5050000,2,187.4,12000,2248800
2019,6,32,18,1,1,8980000,7,252.77,2274.57,574943.06
2019,6,32,18,1,1,8970000,18,901.62,6210,5599060.2
2019,6,32,18,1,1,5490000,22,501.6,638,320020.8
2018,6,32,55,3,2,15050000,153,4322.08,587.51,2539259.85
2018,6,32,55,3,2,5050000,7,295.35,19000,5611650
2018,6,32,55,3,1,15050000,28,1769.32,583.71,1032769.78
2018,6,32,55,3,1,7060000,232,3865.12,7251.82,28029154.52
2018,6,32,55,3,1,5170000,66,4957.26,660.34,3273477.07
2018,6,32,55,3,1,5060000,3,17.07,13800,235566
2018,6,32,55,3,1,5050000,3,277.83,18200,5056506
2018,6,32,55,1,1,8980000,28,696.36,2405.89,1675365.56
2018,6,32,55,1,1,5490000,62,1575.42,625,984637.5
2018,6,32,44,3,2,15050000,895,34337.4,588.71,20214626.85
2018,6,32,44,3,2,5050000,15,591.96,19000,11247240
2018,6,32,44,3,1,15050000,74,4530.28,587.56,2661811.32
2018,6,32,44,3,1,7920000,42,1267.98,3857.85,4891676.64
2018,6,32,44,3,1,7390000,23,149.73,4651.26,696433.16
2018,6,32,44,3,1,7380000,15,110.85,3999.99,443398.89
2018,6,32,44,3,1,7060000,508,8524.24,7235.94,61680889.19
2018,6,32,44,3,1,5170000,187,14202.65,662,9402154.3
2018,6,32,44,3,1,5050000,5,465.55,19500,9078225
2018,6,32,44,1,1,9090000,15,357.75,680,243270
2018,6,32,44,1,1,8210000,10,386,2650,1022900
2018,6,32,44,1,1,5940000,5,106,2400,254400
2018,6,32,44,1,1,5900000,6,135.48,620,83997.6
2018,6,32,44,1,1,5490000,183,4483.5,614.89,2756859.32
2018,6,32,18,3,2,15050000,1146,39175.02,588.96,23072334.98
2018,6,32,18,3,2,5050000,59,1174.56,18000,21142080
2018,6,32,18,3,1,15050000,22,1637.16,594.21,972823.82
2018,6,32,18,3,1,7920000,18,529.92,3849.99,2040186.7
2018,6,32,18,3,1,7390000,1.5,10.41,4250.1,44243.54
2018,6,32,18,3,1,7060000,205,3411.2,7217.13,24619073.86
2018,6,32,18,3,1,5170000,42,3200.4,662.8,2121225.12
2018,6,32,18,3,1,5050000,4,381.76,19000,7253440
2018,6,32,18,1,1,8980000,11,370.48,2406.36,891508.25
2018,6,32,18,1,1,5490000,26,575.9,610,351299
2019,6,10,5,3,2,9120000,2,16.56,3820,63259.2
2019,6,10,5,3,2,7920000,4.1,136.9,6220,851518
2019,6,10,5,3,2,7580000,2.5,8.25,4300,35475
2019,6,10,5,3,2,5050000,12,467.04,2850,1331064
2019,6,10,5,3,1,15050000,2280,139080,522,72599760
2019,6,10,5,3,1,7960000,1239,2775.85,80500,223455925
2019,6,10,5,3,1,7920000,6,329.4,5120,1686528
2019,6,10,5,3,1,7690000,12,68.64,5450,374088
2019,6,10,5,3,1,7580000,12,49.2,8700,428040
2019,6,10,5,3,1,6530000,19.5,49.92,9120,455270.4
2019,6,10,5,3,1,6020000,0.19,0.39,4665,1819.35
2019,6,10,5,3,1,5170000,2482,250682,521.7,130780799.4
2019,6,10,5,2,2,8810000,629,2264.4,3400,7698960
2019,6,10,5,2,2,6840000,5451,3045.84,14000,42641760
2019,6,10,5,2,2,5740000,2,25.6,6110,156416
2019,6,10,5,2,2,5490000,7442,90792.4,630,57199212
2019,6,10,5,2,1,15050000,361,18089.71,750,13567282.5
2019,6,10,5,2,1,9270000,1.4,36.19,3825,138426.75
2019,6,10,5,2,1,9090000,68,2578.56,760,1959705.6
2019,6,10,5,2,1,8970000,40,7354,8150,59935100
2019,6,10,5,2,1,8810000,229,1179.35,4400,5189140
2019,6,10,5,2,1,8790000,460,14306,710,10157260
2019,6,10,5,2,1,7490000,12985,105568.05,4100,432829005
2019,6,10,5,2,1,7470000,2166.5,126046.97,600,75628182
2019,6,10,5,2,1,7330000,14.6,311.42,3210,999658.2
2019,6,10,5,2,1,6940000,58,88.74,6200,550188
2019,6,10,5,2,1,6840000,57,91.8,14000,1285200
2019,6,10,5,2,1,6310000,11.2,241.81,2830,684322.3
2019,6,10,5,2,1,6190000,6.2,120.16,6480,778636.8
2019,6,10,5,2,1,6120000,35,411.6,12100,4980360
2019,6,10,5,2,1,5940000,9.3,190,5920,1124800
2019,6,10,5,2,1,5740000,14.68,186.29,4540,845756.6
2019,6,10,5,2,1,5640000,2.6,50.28,5830,293132.4
2019,6,10,5,2,1,5510000,46,220.8,4600,1015680
2019,6,10,5,2,1,5490000,779,15509.89,570.47,8847926.95
2019,6,10,5,2,1,5010000,5.85,115.53,4840,559165.2
2019,6,10,5,1,1,15050000,594,19661.4,465,9142551
2019,6,10,5,1,1,9270000,2.5,22.16,4565,101160.4
2019,6,10,5,1,1,9090000,876,30922.8,590,18244452
2019,6,10,5,1,1,6190000,1,14.77,3630,53615.1
2019,6,10,5,1,1,5490000,2498,54956,489.28,26888871.68
2018,6,10,5,3,2,9120000,4,51.14,3809.99,194842.89
2018,6,10,5,3,2,7920000,3.9,49.92,6200,309504
2018,6,10,5,3,2,7580000,2.5,8.4,8630,72492
2018,6,10,5,3,2,5050000,12,466,2745,1279170
2018,6,10,5,3,1,15050000,2410,149661,507.5,75952957.5
2018,6,10,5,3,1,7960000,1239,2038.26,72810,148405710.6
2018,6,10,5,3,1,7920000,7,390.6,5130,2003778
2018,6,10,5,3,1,7690000,12,70.8,4160,294528
2018,6,10,5,3,1,7580000,13,82.25,8642.31,710830
2018,6,10,5,3,1,6530000,20,55.5,9125,506437.5
2018,6,10,5,3,1,6020000,0.2,0.43,2465,1059.95
2018,6,10,5,3,1,5170000,2594,259659.4,516.92,134223137.1
2018,6,10,5,2,2,8790000,484,7598.8,540,4103352
2018,6,10,5,2,2,5740000,7,91.7,6100,559370
2018,6,10,5,2,1,15050000,313,13146,420,5521320
2018,6,10,5,2,1,9270000,1.52,35.39,3820,135189.8
2018,6,10,5,2,1,9090000,30,1089,690,751410
2018,6,10,5,2,1,8970000,40.2,7035,12100,85123500
2018,6,10,5,2,1,8810000,178,907.8,3290,2986662
2018,6,10,5,2,1,8790000,773,22417,530,11881010
2018,6,10,5,2,1,7490000,13680.5,106707.9,3860,411892494
2018,6,10,5,2,1,7470000,2470,137949.5,520,71733740
2018,6,10,5,2,1,7330000,9,196.38,2920,573429.6
2018,6,10,5,2,1,6850000,184,418.97,24300,10180971
2018,6,10,5,2,1,6840000,74.5,141.29,11572.16,1635030
2018,6,10,5,2,1,6310000,12,261.8,2810,735658
2018,6,10,5,2,1,6190000,4,29.44,6410,188710.4
2018,6,10,5,2,1,6120000,19,217.48,12100,2631508
2018,6,10,5,2,1,5940000,2.1,41.66,5805,241836.3
2018,6,10,5,2,1,5740000,9,123.48,4510,556894.8
2018,6,10,5,2,1,5640000,3.1,61.66,5810,358244.6
2018,6,10,5,2,1,5490000,968,19282.56,490,9448454.4
2018,6,10,5,2,1,5010000,5,74.85,4820,360777
2018,6,10,5,1,1,15050000,578,19074,463,8831262
2018,6,10,5,1,1,9270000,3.22,24.15,4560,110124
2018,6,10,5,1,1,9090000,816,28723.2,580,16659456
2018,6,10,5,1,1,9050000,5,17.5,3520,61600
2018,6,10,5,1,1,6190000,2.1,31.32,3624.88,113531.38
2018,6,10,5,1,1,5920000,55,96.25,3850,370562.5
2018,6,10,5,1,1,5520000,468,1544.4,8978,13865623.2
2018,6,10,5,1,1,5490000,2342.6,51302.94,484.18,24839857.49
2019,6,10,29,3,2,15050000,1064,8724.8,280,2442944
2019,6,10,29,3,1,5170000,23.5,1609.75,660,1062435
2019,6,10,29,2,1,8790000,4,130,700,91000
2019,6,10,29,2,1,7490000,18,34.1,4450,151745
2019,6,10,29,1,2,9050000,33,75,3500,262500
2019,6,10,29,1,1,9050000,1.1,3.1,3850,11935
2019,6,10,29,1,1,5490000,5.5,158.95,450,71527.5
2019,6,10,11,3,1,15050000,12,594.66,544.99,324083.75
2019,6,10,11,3,1,7960000,27.57,3.24,78150,253206
2019,6,10,11,3,1,7690000,1.03,3.08,7230,22268.4
2019,6,10,11,3,1,7580000,3.22,2.25,8650,19462.5
2019,6,10,11,3,1,5170000,22,1450.81,525,761675.25
2019,6,10,11,2,2,8810000,225,227.25,3990,906727.5
2019,6,10,11,2,2,8790000,213,1985.16,620,1230799.2
2019,6,10,11,2,2,7490000,786,408.72,3980,1626705.6
2019,6,10,11,2,2,7470000,302,4606.71,495,2280321.45
2019,6,10,11,2,2,6840000,1579,617.12,16791.29,10362240.88
2019,6,10,11,2,2,5490000,1394,7234.86,620,4485613.2
2019,6,10,11,2,1,8790000,19,341,498,169818
2019,6,10,11,2,1,7490000,14,51.3,3850,197505
2019,6,10,11,2,1,6120000,1.2,41.94,10317.29,432707.14
2019,6,10,11,1,1,5490000,80,1797,569,1022493
2019,6,10,10,3,1,7960000,6,10.65,74200,790230
2019,6,10,10,3,1,7580000,23.05,29.14,8620,251186.8
2019,6,10,10,3,1,5170000,13.2,867.74,525,455563.5
2019,6,10,10,2,2,8810000,287,284.13,4130,1173456.9
2019,6,10,10,2,2,8790000,234,1387.62,650,901953
2019,6,10,10,2,2,7490000,527,389.98,3840.03,1497534.9
2019,6,10,10,2,2,7470000,86,1900,495,940500
2019,6,10,10,2,2,6840000,1038,384.65,16778.16,6453719.24
2019,6,10,10,2,2,5490000,2483,13855.15,615,8520917.25
2019,6,10,10,2,1,7490000,15,54.9,3690,202581
2019,6,10,10,2,1,6120000,3.14,41.26,10349,426999.74
2019,6,10,10,2,1,5940000,2.4,39.25,9820,385435
2019,6,10,10,1,1,5490000,22.9,511.24,565,288850.6
2018,6,10,29,3,2,15050000,440,5290,270,1428300
2018,6,10,29,3,1,5170000,25,1705.25,670,1142517.5
2018,6,10,29,2,1,7490000,16,33,4200,138600
2018,6,10,29,2,1,5490000,10,298,480,143040
2018,6,10,29,1,2,9050000,31,71.3,3600,256680
2018,6,10,29,1,2,5490000,93,1228.34,440,540469.6
2018,6,10,29,1,1,9050000,1,3.2,3900,12480
2018,6,10,29,1,1,5490000,5,113,430,48590
2018,6,10,11,3,1,15050000,5,240.6,549.09,132111.05
2018,6,10,11,3,1,7960000,27.57,3.42,78045.61,266916
2018,6,10,11,3,1,7690000,1.03,1.56,5213.31,8132.76
2018,6,10,11,3,1,7580000,1.22,3.12,6856.59,21392.55
2018,6,10,11,3,1,5170000,20,1350.82,560,756459.2
2018,6,10,11,2,2,8790000,217,2947.72,495,1459121.4
2018,6,10,11,2,2,7490000,3580,2987.54,3750,11203275
2018,6,10,11,2,2,6840000,3112,1211.73,10584.84,12825968.17
2018,6,10,11,2,2,5490000,4515,64254,635,40801290
2018,6,10,11,2,1,8790000,41,684,485,331740
2018,6,10,11,2,1,7490000,69,227.24,3520,799884.8
2018,6,10,11,2,1,6120000,3.6,81.07,9300,753951
2018,6,10,11,1,1,5490000,78.4,1522.99,529,805661.71
2018,6,10,10,3,1,7960000,5,10.9,79200,863280
2018,6,10,10,3,1,7580000,21.05,35.36,6600,233376
2018,6,10,10,3,1,5170000,11,732.68,560,410300.8
2018,6,10,10,2,2,8810000,124,144.5,3580,517310
2018,6,10,10,2,2,8790000,216,3395.45,495,1680747.75
2018,6,10,10,2,2,7490000,2591,1754.25,3640,6385470
2018,6,10,10,2,2,7470000,362,8698,470,4088060
2018,6,10,10,2,2,6840000,2533,979.79,10104.7,9900484.01
2018,6,10,10,2,2,5490000,4615,62057.36,615,38165276.4
2018,6,10,10,2,1,7490000,16,54.25,3520,190960
2018,6,10,10,2,1,6120000,6.2,54.31,9120,495307.2
2018,6,10,10,2,1,5940000,1.1,13.51,7200,97272
2018,6,10,10,1,1,5490000,15.3,293.21,548,160679.08
2019,6,5,25,3,2,15050000,1145,14121.1,523.29,7389368.7
2019,6,5,25,3,1,15050000,188,6110,538,3287180
2019,6,5,25,3,1,7960000,168,82.32,86999.99,7161839.18
2019,6,5,25,2,2,8790000,5,60.6,553,33511.8
2019,6,5,25,2,1,8970000,5.5,301.95,6665.51,2012650.74
2019,6,5,25,2,1,8790000,625,17125,557.47,9546673.75
2019,6,5,25,2,1,8210000,40,3068,4238.53,13003810.04
2019,6,5,25,2,1,6120000,12,194.1,7249.92,1407210
2019,6,5,25,1,2,5490000,25,297.5,623,185342.5
2019,6,5,25,1,1,15050000,12,303.6,605,183678
2019,6,5,25,1,1,5490000,165,4240.5,640.87,2717609.24
2019,6,5,22,3,2,15050000,350,3950,524.29,2070932.72
2019,6,5,22,3,2,7960000,13,2.86,39200,112112
2019,6,5,22,3,1,15050000,1846,59546.67,542.02,32275594.53
2019,6,5,22,3,1,9130000,4.5,2.85,14300,40755
2019,6,5,22,3,1,7960000,545.8,356.71,85727.56,30579877.93
2019,6,5,22,3,1,6650000,155,852.8,59800,50997440
2019,6,5,22,3,1,5170000,15,522,773.43,403730.46
2019,6,5,22,2,2,8790000,28,338.8,555,188034
2019,6,5,22,2,1,8810000,880,2950,3821.38,11273080
2019,6,5,22,2,1,8790000,150,3703.5,560.97,2077552.4
2019,6,5,22,2,1,7490000,1348,7579.2,3985.37,30205916.55
2019,6,5,22,1,2,5490000,12,133.2,620,82584
2019,6,5,22,1,1,15050000,124,2331.2,605.97,1412637.26
2019,6,5,22,1,1,9050000,2830,11619.8,3479.15,40427005.92
2019,6,5,22,1,1,5490000,90,2268,636.78,1444217.04
2019,6,5,13,3,2,15050000,3684,37282.08,520.52,19406068.28
2019,6,5,13,3,1,15050000,20,652.2,539.32,351744.5
2019,6,5,13,3,1,7960000,1,0.44,87000,38280
2019,6,5,13,2,2,8790000,26,340.6,550,187330
2019,6,5,13,2,2,7490000,3,2.25,3750,8437.5
2019,6,5,13,2,1,8790000,20.5,572.98,556,318576.88
2019,6,5,13,2,1,8770000,6,6,6600,39600
2019,6,5,13,2,1,8710000,8.5,121.38,3820,463671.6
2019,6,5,13,2,1,7670000,25,352.75,3310,1167602.5
2019,6,5,13,2,1,7490000,13,24.77,3800,94126
2019,6,5,13,1,2,5490000,39,397.41,642,255137.22
2019,6,5,13,1,1,5490000,36,874.8,661.66,578820.17
2019,6,5,12,3,2,15050000,119,1475.67,524.42,773865.44
2019,6,5,12,3,1,15050000,1567,50842.49,544.24,27670444.14
2019,6,5,12,3,1,7960000,189,47.25,88000,4158000
2019,6,5,12,3,1,5170000,25,830,774.22,642602.6
2019,6,5,12,2,2,8790000,6,74.76,540,40370.4
2019,6,5,12,2,1,8810000,40,144,3850,554400
2019,6,5,12,2,1,8790000,280,7574,554.61,4200616.14
2019,6,5,12,2,1,8710000,240,8749.8,3820.59,33429398.38
2019,6,5,12,2,1,7490000,40,92.4,3860,356664
2019,6,5,12,1,2,5490000,17,207.57,650,134920.5
2019,6,5,12,1,1,15050000,45,1145.25,640,732960
2019,6,5,12,1,1,9050000,220,879.8,3556.74,3129222.4
2019,6,5,12,1,1,5940000,58,1166.96,3012,3514883.52
2019,6,5,12,1,1,5490000,380,9519,656.46,6248842.74
2018,6,5,25,3,2,15050000,1145,15665.15,512.12,8022473.37
2018,6,5,25,3,1,15050000,188,6166.4,513.85,3168604.64
2018,6,5,25,3,1,7960000,168,81.6,70117.64,5721599.42
2018,6,5,25,2,1,8970000,12,712,7658.9,5453136.8
2018,6,5,25,2,1,8790000,650,17907.5,550.07,9850378.53
2018,6,5,25,2,1,6120000,16,257.36,6294.04,1619833
2018,6,5,25,1,2,5490000,7,82.88,604,50059.52
2018,6,5,25,1,1,15050000,6,151.44,606,91772.64
2018,6,5,25,1,1,5490000,187,4734.84,626.65,2967087.49
2018,6,5,22,3,2,15050000,355,4459.85,512.04,2283637.27
2018,6,5,22,3,2,7960000,13,1.38,40598,56025.24
2018,6,5,22,3,1,15050000,1842,59719.12,521.43,31139622.5
2018,6,5,22,3,1,9130000,4.5,2.4,14100,33840
2018,6,5,22,3,1,7960000,544.8,24.89,70005.62,1742440
2018,6,5,22,3,1,6650000,155,117.6,46560,5475456
2018,6,5,22,3,1,5170000,10,350,765.16,267806
2018,6,5,22,2,2,8790000,30,375,530,198750
2018,6,5,22,2,1,8810000,1370,4658,3651.16,17007103.28
2018,6,5,22,2,1,8790000,170,4284,551.53,2362754.52
2018,6,5,22,2,1,7490000,1429,8445.39,3832.82,32369659.7
2018,6,5,22,1,2,5490000,10,110.4,605,66792
2018,6,5,22,1,1,15050000,120,2232,606.79,1354355.28
2018,6,5,22,1,1,9050000,2620,10322.8,4023.47,41533476.12
2018,6,5,22,1,1,5490000,85,2136.9,625.94,1337571.19
2018,6,5,13,3,2,15050000,3682,42895.3,511.54,21942661.76
2018,6,5,13,3,1,15050000,20,655.6,518.79,340118.72
2018,6,5,13,3,1,7960000,1,0.45,70200,31590
2018,6,5,13,2,2,8790000,20,271.4,535,145199
2018,6,5,13,2,2,7490000,12.33,10.85,3000,32550
2018,6,5,13,2,1,8790000,20,562,553.02,310797.24
2018,6,5,13,2,1,8710000,5,71.1,3700,263070
2018,6,5,13,2,1,7670000,30,429,3300,1415700
2018,6,5,13,2,1,7490000,5,10.85,3840,41664
2018,6,5,13,1,2,5490000,38,384.56,629.74,242172.81
2018,6,5,13,1,1,5490000,38,921.88,649.64,598890.12
2018,6,5,12,3,2,15050000,119,1528.1,508.83,777536.2
2018,6,5,12,3,1,15050000,1571,51309.96,522.27,26797409.44
2018,6,5,12,3,1,7960000,189,23,70000,1610000
2018,6,5,12,3,1,5170000,20,676,766.12,517897.12
2018,6,5,12,2,2,8790000,7,89.95,520,46774
2018,6,5,12,2,1,8790000,240,6576,539.06,3544858.56
2018,6,5,12,2,1,8710000,375,10929,3827.9,41835068.13
2018,6,5,12,2,1,7490000,233,582.5,3038.49,1769920.43
2018,6,5,12,1,2,5490000,16,193.6,530,102608
2018,6,5,12,1,1,15050000,50,1269,620,786780
2018,6,5,12,1,1,5940000,59,1180,2950,3481000
2018,6,5,12,1,1,5490000,418,10429.1,649.81,6776933.47
2019,6,5,24,3,2,9920000,195,1111.5,557.85,620050.28
2019,6,5,24,3,2,7910000,1450,7975,540.07,4307058.25
2019,6,5,24,3,1,9130000,459,3341.52,13557.9,45303994.01
2019,6,5,24,3,1,7960000,2147,3048.74,78844.76,240377173.6
2019,6,5,24,3,1,6530000,6,17.4,6280,109272
2019,6,5,24,3,1,5170000,880,51048.8,929.04,47426377.15
2019,6,5,24,2,2,8790000,500,5465,566.01,3093244.65
2019,6,5,24,2,2,8770000,70,84,7500,630000
2019,6,5,24,2,1,8970000,45,7299,10557.74,77060944.26
2019,6,5,24,2,1,8790000,360,12668.4,583.49,7391884.72
2019,6,5,24,2,1,8710000,15,382.5,2951.83,1129074.98
2019,6,5,24,2,1,7670000,1030,31198.7,4982.85,155458442.3
2019,6,5,24,2,1,7490000,240,453.6,3336.66,1513508.98
2019,6,5,24,2,1,6120000,120,2685.6,10810.94,29033852
2019,6,5,24,1,2,9050000,108,64.8,3843.06,249030.29
2019,6,5,24,1,2,5900000,177,2159.4,932.48,2013597.31
2019,6,5,24,1,2,5490000,430,5306.2,942.42,5000669
2019,6,5,24,1,1,9040000,48,1066.08,780,831542.4
2019,6,5,24,1,1,5900000,330,9358.8,952.2,8911449.36
2019,6,5,24,1,1,5490000,345,9832.5,963.2,9470664
2019,6,5,26,3,2,15050000,680,6800,630.3,4286040
2019,6,5,26,3,2,7910000,8,19.2,360,6912
2019,6,5,26,3,1,15050000,340,10030,638,6399140
2019,6,5,26,3,1,5000000,17,0,0,0
2019,6,5,26,2,2,8790000,23,255.53,623,159195.19
2019,6,5,26,2,1,8790000,90,2718,635.56,1727452.08
